PoleStudio_Name,Adresse,PLZ,Stadt,Straße,Buttons,Pole Studio Beschreibung,E-Mail,Homepage,Telefon,URL_S,Art,Angebot,Created Date,Updated Date
Polea - Pole and Aerial Dance,"['Budenheimer Parkallee 5 ', ' 55257 Budenheim']",55257,Budenheim,Budenheimer Parkallee 5,"['Übersicht', 'Klassen', 'Workshops', 'Videos', 'Preise', 'Team']","Das Polea - Pole and Aerial Dance ist dein Studio für Pole Dance, Aerial Hoop, Aerial Yoga und Flexibility. Lea führt das Studio und sorgt mit ihrem Team für eine angenehme Gruppendynamik in den Kursen. Leas Team besteht aus zertifizierten Trainern, die dich motivieren und unterstützen. Lerne dich und deinen Körper besser kennen, stärke dein Selbstbewusstsein und sei einfach du selbst! So macht Tanzen richtig Spaß!", info.polea@googlemail.com,,+49 17645911101,https://www.eversports.de/s/polea-pole-and-aerial-dance,"['Poledance', 'Aerial Yoga', 'Tanzen', 'Poledance', 'Aerial Akrobatik', 'Poledance', 'Stretching', '98 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', 'Stretching', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'Online Klasse', 'Workout', 'Twerken']",Zum Stundenplan,2024-02-17 18:37:41,2024-02-17 18:37:41
Dancingstyle,"['Mövenstraße 30', ' 85652 Pliening']",85652,Pliening,Mövenstraße 30,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", info@dancingstyle.de,,+4901743261206,https://www.eversports.de/s/dancingstyle,"['(Noch keine Bewertungen)', 'Tanzen', 'Poledance']",,2024-02-17 18:37:48,2024-02-17 18:37:48
Pole Acrobatics,"['Geislinger Straße 2 ', ' 73326 Deggingen']",73326,Deggingen,Geislinger Straße 2,"['Übersicht', 'Trainings', 'Workshops', 'Videos', 'Preise', 'Team']","Wir bieten Pole Dance & Sport Kurse sowie Stretchingkurse an. Erlerne eine Sportart, durch welche du mit viel Spaß und Erfolgserlebnissen deinen gesamten Körper trainieren kannst. Egal welches Alter, Trainingsstand und Vorkenntnisse, Pole Sport kann Jeder lernen. Das Einzige was du dazu benötigst: Lust etwas Neues auszuprobieren. Melde dich gerne per Mail zu einer Probestunde an.", info@poleacrobatics.net,https://www.poleacrobatics.net,017656858011,https://www.eversports.de/s/pole-acrobatics,"['Poledance', 'Power Pole', 'Poledance', 'Aerial Dance', 'Poledance', 'Power Pole', 'Floorwork', 'Poledance', 'Stretching', '40 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Handstand', 'Floorwork', 'Chairdance', 'Aerial Dance', 'Polesport']",Kostenlos Schnuppern,2024-02-17 18:37:53,2024-02-17 18:37:53
Pole and Move Heidelberg,"['Hauptstraße 58', ' 69214 Eppelheim']",69214,Eppelheim,Hauptstraße 58,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Willkommen bei Pole and Move. Unser Motto 2022: Egal was passiert am Ende werden wir Tanzen. Unsere Studios befinden sich in Mannheim, Heidelberg und Ketsch und natürlich auch Online. Wir sind ein junges, dynamisches und motiviertes Unternehmen in der Sport- und Fitnessbranche, welches sich hauptsächlich auf den Polesport & Arial Arts konzentriert.
Wir freuen uns auf alle Tanz- und Sportbegeisterte, die uns einmal besuchen möchten.", team@poleandmove.de,https://poleandmove.de/,+49176 61653663,https://www.eversports.de/s/pole-and-move-heidelberg,"['Fitness', 'Power Pole', 'Poledance', 'Poledance', 'Power Pole', 'Power Pole', 'Chairdance', '22 Rezensionen', 'Poledance', 'Power Pole', 'Stretching', 'Chairdance', 'Polesport']",2 Angebote für Neukund:innen,2024-02-17 18:38:02,2024-02-17 18:38:02
Janardana Yoga,"['Theodor-Heuß-Straße 6 ', ' 66130 Saarbrücken']",66130,Saarbrücken,Theodor-Heuß-Straße 6,"['Übersicht', 'Klassen', 'Ausbildungen', 'Videos', 'Preise', 'Team']","Wir unterrichten an zwei Standorten: Janardana YogaCity ShalaTheodor-Heuss Straße 6D-66130 Saarbrücken&Yoga Resort Moselle292 Rue du Fahrenberg ﻿F-57600 OetingStarte mit uns gemeinsam deinen Yogaweg**Ein ganzheitliches Programm bei dem Dein Wohlbefinden im Vordergrund steht Yoga**In einer magischen Kulisse bieten dir unsere professionellen Yogalehrer einen qualitativ hochwertigen Unterricht in verschiedenen Yogastilen an. Im Fokus steht Ashtanga Yoga nach der anerkannten Methode von Dr. Ronald Steiner, dem Begründer der AYI Methode. Aber auch Yin Yoga, Vinyasa Yoga und Acro Yoga sind Teil unseres Spektrums.WellnessNach deiner intensiven Praxis kann du ganz entspannt unseren ganzjährigen beheizten Außenpool nutzen, oder den Tag mit ein paar Runden in unserer finnischen Sauna ausklingen lassen.HappinessWenn du nach einem auf dich und deine Ansprüche ausgerichtetes Equipment für deine Yogapraxis suchst, bieten wir dir hier ein unfangreiches Sortiment von verschiedenen Herstellern an, die Ihre Produkte nachhaltig und fair produzieren.Janārdana  Unser Retreat Zentrum im sonnigen Frankreich, ganz in der Nähe von Saarbrücken lässt keine Wünsche offen. Abgesehen von unserem umfangreichen Wellnessprogramm, kannst du die ländliche Umgebung für geführte, oder alleinige Wanderungen nutzen und deine Seele baumeln lassen. Du planst ein eigenes Event und suchst eine besondere Location? Sprich uns an, oder schreibe uns via E-Mail und teil uns deine Vorstellungen mit. Wir erarbeiten dir gerne ein personalisiertes Angebot.Wenn du es lieber etwas reduzierter magst und der Flair des Orients deine Yogastunde nicht bereichert, dann wirst du in unserer City Shala sicher dein perfektes Yoga Ambiente finden.Hier stehen unseren Gästen unendlich viele kostenlose Parkplätze zur Verfügung und auch eure Fahrräder finden in unserer Halle einen trockenen und sicheren Stellplatz für die Dauer eurer Yogapraxis.", jana@janardana.yoga,http://www.janardana.yoga,+49 15204362188,https://www.eversports.de/s/janardana-yoga,"['Yoga', 'Schwimmen', 'Yoga', 'Acroyoga', '20 Rezensionen', 'Schwimmen', 'Yoga', 'Wandern', 'Personal Training', 'Sauna', 'Acroyoga', 'Wellness', 'Meditation', 'Persönlichkeitsentwicklung', 'Iyengar Yoga', 'Vinyasa Yoga', 'Hatha Yoga', 'Kundalini Yoga', 'Yin Yoga', 'Ashtanga Yoga', 'Power Yoga', 'Kinderyoga', 'Therapie', 'Hatha Flow Yoga', 'Hormonyoga', 'Pranayama', 'Dreamy Yin Yoga', 'Atemübungen', 'Online Klasse', 'Gesichtsyoga', 'Yoga und Klänge', 'Yoga für Männer', 'Yoga für Teenager', 'Jivamukti Yoga', 'Faszienyoga', 'Präventionskurs', 'Fitness und Yoga', 'Breathwork', 'Atemsessions', 'Atemarbeit', 'Yoga für die Familie', 'Alignment Yoga', 'Corona Kleingruppentraining', 'Postnatal Yoga', 'Probetraining', 'Corona Plätze', 'Ganzheitliches Yoga', 'Seniorenyoga', 'Yoga für Mamis', 'Yogatherapie', 'Therapeutisches Yoga', 'Hatha-Vinyasa', 'Medizinisches Yoga', 'Mantra Yoga', 'Yoga Flow', 'Fat Friendly Yoga', 'Yoga-Basics', 'Kinder-Yoga', 'Ashtanga led', 'Persönliches Coaching', 'Yogalehrer Ausbildung', 'Yin Yoga Ausbildung', 'Hatha Yoga Ausbildung', 'Yoga für Frauen', 'Stärkung/Flexibilität', 'Core Yoga', 'Deep Flow Yoga', 'Faszien- & Yin Yoga', 'Morning Yoga Flow', 'Yoga und Krebs', 'Vinyasa Flow', 'Outdoor Yoga', 'Warrior Yoga', 'Privates Training', 'Retreats', 'Schwangerschaftsyoga Online', 'Schwangerschaftsyoga', 'Firmenyoga', 'Chakrayoga', 'WORKOUT & YOGA', 'Traumasensibles Yoga für Erwachsene', 'Yoga und Depression']",Kostenlos Schnuppern,2024-02-17 18:38:17,2024-02-17 18:38:17
PoleRoom Braunschweig,"['Büchnerstraße 10 ', ' 38118 Braunschweig']",38118,Braunschweig,Büchnerstraße 10,"['Übersicht', 'Klassen', 'Trainings', 'Workshops', 'Preise', 'Team']","Das Luftakrobatik Studio ""PoleRoom"" befindet sich im Herzen Braunschweigs, im westlichen Ringgebiet. Auf zwei Etagen mit 400 Quadratmetern findest du Kurse wie Poledance, Polefitness, Stretching, Aerial Hoop, Aerial Silks/ Vertikaltuch und auch Kinder-Kurse ab 6 Jahren für Luftakrobatik. Das Studio ist leicht mit der Straßenbahn zu erreichen, aber auch Parkplätze stehen dir auf dem Hinterhof genügend zur Verfügung. Darüber hinaus werden Polepartys, Kindergeburtstage und Personal Trainings angeboten. Für Veranstaltungen jeglicher Art kann man auch einen Show-Auftritt buchen. Alle TrainerInnen haben eine fundierte fachliche Ausbildung.", info@poleroom.de,http://www.poleroom.de/,+49 1797431729,https://www.eversports.de/s/poleroom-braunschweig,"['Fitness', 'Tanzen', 'Kindergeburtstag', 'Aerial Silk', 'Kindergeburtstag', 'Stretching', 'Fitness', 'Poledance', 'Turnen', 'Tanzen', '43 Rezensionen', 'Fitness', 'Tanzen', 'Turnen', 'Poledance', 'Flexibles Training', 'Krafttraining', 'Schlingentraining', 'Kindergeburtstag', 'TRX®', 'Power Pole', 'Stretching', 'Aerial Silk', 'Aerial Hoop', 'Aerial Akrobatik', 'Kindersport', 'Polesport', 'Kindertanz', 'Kleingruppentraining']",3 Angebote für Neukund:innen,2024-02-17 18:38:23,2024-02-17 18:38:23
Tanzstudio Michel,"['Schmalweg 50 ', ' 55252 Wiesbaden']",55252,Wiesbaden,Schmalweg 50,"['Übersicht', 'Klassen', 'Preise', 'Team']","Das etablierte Tanzstudio in Wiesbaden bietet professionelles Tanztrainig und Kurse zum fit werden. Ein heller, geräumiger, eigens für den Tanzunterricht gestalteter Trainingssaal ist bereit dir alle Möglichkeiten zu bieten noch besser zu werden. Tanz und Schönheit der Bewegung – hier sind diese zwei Begriffe untrennbar.", t.michel.9@gmx.de,https://www.tanzstudio-michel.de/,+49 15115125871,https://www.eversports.de/s/tanzstudio-michel,"['1 Rezensionen', 'Fitness', 'Tanzen', 'Poledance', 'Stretching', 'Dehnung/Flexibilität', 'Exotic']",Zum Stundenplan,2024-02-17 18:38:37,2024-02-17 18:38:37
Aerial Sportstudio,"['Hohe Straße 24', ' 04107 Leipzig']",04107,Leipzig,Hohe Straße 24,['Übersicht'],"Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", elena.klyban@live.de,https://www.aerialsportstudio.de,+49 15731430746,https://www.eversports.de/s/aerial-sportstudio,"['(Noch keine Bewertungen)', 'Poledance']",,2024-02-17 18:38:39,2024-02-17 18:38:39
SECRET MOVES - Athletic Dance Studio,"['Gelsenkirchener Straße 37 ', ' 46282 Dorsten']",46282,Dorsten,Gelsenkirchener Straße 37,"['Übersicht', 'Klassen', 'Preise', 'Team']","Secret Moves lädt dich herzlich ein, deine Welt auf den Kopf zu stellen.
Mit einer Vielfalt an verschiedenen Akrobatik- und Fitnessangeboten hast du die Möglichkeit, dich in verschiedenen Bereichen auszuprobieren und dir dein individuelles Training zusammenzustellen. Bei Secret Moves erwartet dich neben einer familiären Atmosphäre ein gesundheitsorientiertes Unterrichtskonzept mit fachkompetenten Trainerinnen. 
Egal, ob du bereits sportliche Vorerfahrung hast! 
Das Team von Secret Moves bringt dich mit jeder Menge Spaß an dein persönliches Fitness-Ziel.", info@secret-moves.de,https://www.secret-moves.de/,+491702766191,https://www.eversports.de/s/secret-moves-athletic-dance-studio,"['Fitness', 'Poledance', 'Fitness', 'Poledance', 'Poledance', 'Fitness', 'Fitness', 'Floorwork', 'Fitness', 'Poledance', '68 Rezensionen', 'Fitness', 'Poledance', 'Aerial Yoga', 'Barre-Training', 'Floorwork', 'Chairdance', 'Aerial Silk', 'Aerial Dance', 'Aerial Hoop', 'Aerial Akrobatik', 'twerXout®', 'Jumping Fitness', 'Online Klasse']",Zum Stundenplan,2024-02-17 18:38:42,2024-02-17 18:38:42
Lush Motion,"['H.J.E. Wenckebachweg 6V6', ' 1096 AN Amsterdam']",1096,AN,H.J.E. Wenckebachweg 6V6,['Übersicht'],"Ready to take your Pole Dancing to the next level from home? Our world-class teachers offer a wide selection of high-quality online classes with easy-to-follow instructions, for beginners to professionals and everyone in between. Sharing our love for movement by pushing you forward, nurturing your growth, and keeping you motivated. Why not explore some of our many 15 - 45min pole and non-pole classes today. New classes added every single week. Access anytime, anywhere.", hello@lushmotion.com,http://www.lushmotion.com,+31 640504244,https://www.eversports.de/s/lush-motion,"['(Noch keine Bewertungen)', 'Poledance', 'Flexibles Training', 'Stretching', 'Polesport', 'Krafttraining', 'Booty Blast', 'Crossbody (HIIT)', 'Dehnung/Flexibilität', 'Stretch Flow', 'Stärkung/Flexibilität']",,2024-02-17 18:38:50,2024-02-17 18:38:50
Passionate Pole & Sports,"['Schöllkopfstraße 40 ', ' 73230 Kirchheim unter Teck']",73230,Kirchheim,Schöllkopfstraße 40,"['Übersicht', 'Klassen', 'Preise', 'Team']","Wir bieten dir im Passionate Pole & Sports ein vielseitiges Kursangebot. Ob Pole Dance Kurse, Stretching, Akrobatik oder Conditioning, es ist für alle was dabei. Mit jeder Menge Spaß wirst du in unseren Kursen ganz nebenbei Kraft aufbauen, deine Beweglichkeit, Ausdauer und dein Körpergefühl fördern und verbessern. Komm vorbei, lerne uns kennen und entdecke die vielseitige Welt des Pole Sports. Bei uns wird jede/r mit offenen Armen empfangen.", info@passionatepolesports.de,https://www.passionatepolesports.de,,https://www.eversports.de/s/passionate-pole-and-sports,"['Poledance', 'Akrobatik', 'Poledance', 'Poledance', 'Poledance', 'Poledance', '33 Rezensionen', 'Poledance', 'Akrobatik', 'Stretching']",1 Angebot für Neukund:innen,2024-02-17 18:38:54,2024-02-17 18:38:54
PoleWirbel,"['Alter Postweg 125', ' 26133 Oldenburg']",26133,Oldenburg,Alter Postweg 125,"['Übersicht', 'Klassen', 'Trainings', 'Preise', 'Team']","„PoleWirbel“ - Dreh dich wie der Wind. Überzeuge dich selbst vom besten Ganzkörpertraining. Pole Dance kann sowohl athletisch als auch sportlich sein. Alle Altersstufen sind herzlich willkommen.
Das Studio befindet sich in den Räumlichkeiten der Tanzschule „New Revolution“. Diese ist leicht mit dem PKW zu erreichen, da es nahe der Autobahnabfahrt Sandkrug liegt. Parkplätze vor der Halle sind vorhanden. Trainiert wird in einer großen Halle mit einer großen Spiegelwand, an freistehenden X-Pole Stage Stangen, 3 Meter hoch.
Lerne Pole Dance im Einzeltraining oder in einer kleinen Gruppe von 2 Personen. So kann ich auf dich und deine Bedürfnisse genau eingehen mit speziellen Übungen, die auf dich abgestimmt sind.", info@polewirbel.de,https://www.polewirbel.de/,+49 17623458890,https://www.eversports.de/s/polewirbel,"['Poledance', '9 Rezensionen', 'Yoga', 'Poledance']",4 Angebote für Neukund:innen,2024-02-17 18:39:05,2024-02-17 18:39:05
PoleFitness Leipzig,"['Salomonstraße 18B ', ' 04103 Leipzig']",04103,Leipzig,Salomonstraße 18B,"['Übersicht', 'Klassen', 'Preise', 'Team']","Du suchst ein ansprechendes Krafttraining? Du willst Spaß und einen stählernen Körper?Wir zeigen dir, wie du deinen Körper effektiv trainierst und dabei in ungeahnte Höhen aufsteigst!Unser Studio mit über 4,70 Meter hohen Stangen bietet genug Spielraum für erste Schritte, stetiges Training und den Übergang in den Performance-Bereich. Unsere erfolgreichen Trainerinnen nehmen deine individuellen Ziele in die Hand und bringen sie für dich in greifbare Nähe.", info@polefitness-leipzig.de,https://polefitness-leipzig.de/,+49 1629269299,https://www.eversports.de/s/polefitness-leipzig,"['Poledance', 'Stretching', 'Fitness', 'Poledance', 'Poledance', 'Stretching', 'Poledance', 'Poledance', 'Stretching', '13 Rezensionen', 'Fitness', 'Poledance', 'Stretching', 'Aerial Hoop']",Zum Stundenplan,2024-02-17 18:39:10,2024-02-17 18:39:10
Papillon Dance and Sport Academy,"['Hardtstraße 39a ', ' 76185 Karlsruhe']",76185,Karlsruhe,Hardtstraße 39a,"['Übersicht', 'Klassen', 'Preise', 'Team']","Diese Sportanlage bietet eine Vielzahl an Sportarten an. Sieh dir das breite Angebot der Anlage an, wie z.B. Sportplätze, Klassen, Trainings, Workshops, Camps, etc. Finde weitere Informationen wie Bewertungen, Standort, Preise, Lehrer:innen und Trainer:innen, sowie FAQs weiter unten.", papillon.poleandaerial@gmail.com,http://www.papillon-poledance.de,+49 17664287750,https://www.eversports.de/s/papillon-dance-and-sport-academy,"['Poledance', 'Tanzen', 'Poledance', 'Aerial Hoop', 'Stretching', 'Poledance', 'Exotic', 'Tanzen', '28 Rezensionen', 'Tanzen', 'Poledance', 'Ballett', 'Stretching', 'Aerial Hoop', 'Exotic', 'Yoga Flow']",Zum Stundenplan,2024-02-17 18:39:15,2024-02-17 18:39:15
UpsideDown Studio Bad Homburg,"['Louisenstraße 98 ', ' 61348 Bad Homburg vor der Höhe']",61348,Bad,Louisenstraße 98,"['Übersicht', 'Klassen', 'Kurse', 'Preise', 'Team']","Das Studio UpsideDown ist in Bad Homburg vor der Höhe zu finden. Interessierte können Aerial Hoop (Luftkünste), Poledance, Stretch und Relax trainieren. Für Freiluftenthusiasten ist ein Outdoor-Training, eine Kombination aus Kraft und Ausdauer, möglich. Aerial Hoop wird in luftiger Höhe praktiziert und kommt einem Flug durch die Lüfte sehr nahe. Im Studio UpsideDown können Neueinsteiger ihre Fitness auf akrobatische Weise auf die Probe stellen.", info@upsidedown-studio.de,https://www.upsidedown-studio.de/,+491724519252,https://www.eversports.de/s/upsidedown-studio-bad-homburg,"['Yoga', 'Fitness', 'Tanzen', 'Yoga', 'Fitness', 'Tanzen', 'Yoga', 'Tanzen', '20 Rezensionen', 'Fitness', 'Tanzen', 'Yoga', 'Poledance', 'Personal Training', 'Krafttraining', 'Akrobatik', 'TRX®', 'Faszientraining', 'Persönlichkeitsentwicklung', 'TRX® Yoga', 'TRX® Suspension Training', 'Stretching', 'Lapdance', 'Chairdance', 'Aerial Hoop', 'Aerial Akrobatik', 'Kindersport', 'Online Klasse']",1 Angebot für Neukund:innen,2024-02-17 18:39:17,2024-02-17 18:39:17
Center of Moving Arts,"['Fabrikstraße 21 ', ' 64625 Bensheim']",64625,Bensheim,Fabrikstraße 21,"['Übersicht', 'Klassen', 'Workshops', 'Preise', 'Team']","Das Center of Moving Arts liegt 100m entfernt vom Edeka Jakobi Center in Bensheim. Das Studio hat 3 Tanzräume und eine gemütliche Bar mit über 700qm. Liebevoll eingerichtet mit einer Lounge erwartet dich ein Tanzzentrum mit Stil und Charme im ""Industrial - Look"". Du kannst frei nach belieben Kurse wie Pole-Dance, Aerial Hoop, Hip Hop / New Style / Millennium Classes / Videoclip, Jazz / Modern / Contemporary, Bungee Dance und Yoga buchen. Die ausnahmslos professionell ausgebildete Dance-Coaches sorgen in jedem Style für Energie, Niveau und Spaß. Du erreichst das Center of Moving Arts zu Fuß in 10min vom Hauptbahnhof und hast direkt vor unserem Center Parkmöglichkeiten.", info@center-of-moving-arts.de,http://www.center-of-moving-arts.de,+4962519447196,https://www.eversports.de/s/center-of-moving-arts,"['Tanzen', 'Hip Hop', 'Fitness', 'Tanzen', 'Hip Hop', 'Tanzen', 'Fitness', 'Tanzen', 'Tanzen', 'Hip Hop', '22 Rezensionen', 'Fitness', 'Tanzen', 'Yoga', 'Hip Hop', 'Poledance', 'Ballett', 'Aerial Hoop', 'Moderner Tanz', 'Streetdance', 'Urban']",1 Angebot für Neukund:innen,2024-02-17 18:39:21,2024-02-17 18:39:21
